what,kind,bundleId,bundleVersion,description,time
stopped,bundle,com.motorola.studio.android.launch,1.1.0.release,"com.motorola.studio.android.launch",1271097972106
stopped,bundle,com.motorola.studio.android.service.ddms.services,1.0.0.release,"com.motorola.studio.android.service.ddms.services",1271097972106
stopped,bundle,com.motorola.studio.android.service.deploy,1.1.0.release,"com.motorola.studio.android.service.deploy",1271097972106
stopped,bundle,com.motorola.studio.android.emulator.device,1.1.0.release,"com.motorola.studio.android.emulator.device",1271097972106
stopped,bundle,com.motorola.studio.android.emulator.ui,1.2.1.release,"com.motorola.studio.android.emulator.ui",1271097972106
stopped,bundle,com.motorola.studio.android.emulator.logic,1.1.0.release,"com.motorola.studio.android.emulator.logic",1271097972106
stopped,bundle,com.motorola.studio.android.emulator.skin.android,1.2.0.release,"com.motorola.studio.android.emulator.skin.android",1271097972106
stopped,bundle,com.motorola.studio.android.emulator.core,1.2.0.release,"com.motorola.studio.android.emulator.core",1271097972106
stopped,bundle,com.motorola.studio.android.handset,1.2.0.release,"com.motorola.studio.android.handset",1271097972106
stopped,bundle,com.motorola.studio.android.ophone,1.1.0.release,"com.motorola.studio.android.ophone",1271097972106
stopped,bundle,com.motorola.studio.android.packaging.ui,0.5.1.release,"com.motorola.studio.android.packaging.ui",1271097972107
stopped,bundle,com.motorola.studio.android.packaging,0.6.0.release,"com.motorola.studio.android.packaging",1271097972107
stopped,bundle,com.motorola.studio.android.remote,1.2.0.release,"com.motorola.studio.android.remote",1271097972107
stopped,bundle,com.motorola.studio.android,1.2.0.release,"com.motorola.studio.android",1271097972107
stopped,bundle,com.motorola.studio.android.installer,1.2.0.release,"com.motorola.studio.android.installer",1271097972107
stopped,bundle,com.android.ide.eclipse.adt,0.9.6.v201003030054_MOTODEV,"com.android.ide.eclipse.adt",1271097972107
stopped,bundle,com.android.ide.eclipse.ddms,0.9.6.v201003030054_MOTODEV,"com.android.ide.eclipse.ddms",1271097972125
stopped,bundle,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui",1271097972125
stopped,bundle,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit",1271097972127
stopped,bundle,com.motorola.studio.android.platform,1.2.0.release,"com.motorola.studio.android.platform",1271097972135
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.200.v20090930-2100_R35x,"org.eclipse.jdt.apt.ui",1271097972135
stopped,bundle,org.eclipse.datatools.sqltools.debugger.core.ui,1.0.0.v200906022302,"org.eclipse.datatools.sqltools.debugger.core.ui",1271097972135
stopped,bundle,org.eclipse.wst.xsl.jaxp.debug.ui,1.0.0.v200904240436,"org.eclipse.wst.xsl.jaxp.debug.ui",1271097972135
stopped,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1271097972135
stopped,bundle,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui",1271097972176
